,SB,SW,SR,SN,SE,SS,PUN,SP,PJ,PW,PR,PS,PI,PC,PL,PM,PZ,PX,PF,PA,PN,BF,FB,FG,FL,FM,FS,CE,CW,CY,CR,LA,LE,LW,LS,HE,HW,HM,TA,TE,OC,PO,PL,PB,PD,PX,PA,BP,BW,BY,BT,BL,BM,BC,BUN,MH,MS,AG,MB,MN,MM,ST,MP,OR,OW,OB,OK,OP,OS,OC,OE,OX,OY,OL,AB,AW,AX,AH,AM,EA,ER,ES,EU,EX,HB,HS,HC,HG,WB,BU,CB,CP,CV,CD,CH,SA,SBW,SF,SH,SK,SL,SM,SNW,SO,AL,AGL,AR,AV,BE,BI,CA,BA,BD,IW,BLUE,SY,TU,HK,SAS,GYM,GLED,MAG,PT,NYS,HAM,RHO,ROB,RHA,RHF,SOR,SOU,SOE,EUG,AT,CRB,AP,APM,CORN,CORA,CORS,VIB,VIBL,CEPH,OH,U
IW,0.7408438,0.7269385,0.72804475,0.71197784,0.72624075,0.71614087,0.69131535,0.71862775,0.73059237,0.75159895,0.7583075,0.7137648,0.7006847,0.7361885,0.69265294,0.6678092,0.7062261,0.71591616,0.71387535,0.7244939,0.71505445,0.7373198,0.71476007,0.73837274,0.7308945,0.7169,0.7244552,0.7411239,0.6960193,0.6912941,0.7785567,0.7555989,0.725044,0.7441224,0.72745216,0.7542728,0.7184824,0.7214638,0.6882088,0.70454675,0.7297679,0.7592805,0.7741016,0.7715051,0.77617025,0.7665489,0.7311259,0.72297573,0.7523483,0.7786921,0.72977436,0.75043285,0.74812555,0.7602929,0.7105915,0.7819872,0.77843755,0.76132965,0.7462153,0.7262836,0.7571954,0.7855027,0.72837216,0.799951,0.76297253,0.7691622,0.7640324,0.7653316,0.7523356,0.7485165,0.7363726,0.7643965,0.75655305,0.73362565,0.7479252,0.7837438,0.7676108,0.7566011,0.7460068,0.7911229,0.76866317,0.76948893,0.68855464,0.74424857,0.77305496,0.8177621,0.7777164,0.7838028,0.7350905,0.7488414,0.7745214,0.74618423,0.8046943,0.71314734,0.74147266,0.72591877,0.71176815,0.7048324,0.72256625,0.6950568,0.70940506,0.72119325,0.68964916,0.71306396,0.72652316,0.72824496,0.74495625,0.7269775,0.77278465,0.71651983,0.7535178,0.80453825,0.7140123,0.9999998,0.8131318,0.7852119,0.7441269,0.7732524,0.7310451,0.740608,0.7504092,0.72269636,0.7662891,0.75539535,0.8123682,0.71483135,0.7127094,0.71337265,0.73521847,0.76981306,0.7495602,0.75263786,0.7334697,0.7137245,0.71172154,0.7659011,0.73843884,0.77704155,0.77463686,0.77597094,0.72576666,0.6999408,0.72053623,0.79935366,0.6915959
BLUE,0.7703693,0.7461797,0.76908267,0.7286886,0.7617975,0.73811114,0.7565148,0.75532216,0.78373814,0.7629159,0.78661513,0.73054945,0.7343918,0.739048,0.73578155,0.712919,0.73744327,0.7265363,0.74032634,0.75510716,0.7608614,0.7493037,0.7404756,0.7500122,0.7512951,0.75122064,0.74742657,0.74802995,0.7343936,0.74183613,0.7714915,0.7760314,0.76263773,0.754249,0.73523325,0.74990135,0.7253627,0.7384862,0.73414373,0.7387282,0.7637576,0.79264367,0.78238034,0.792305,0.81321806,0.8108892,0.7702405,0.77182746,0.7769543,0.80185914,0.74525064,0.78835964,0.8012451,0.77045715,0.7389379,0.8233627,0.81051564,0.8156054,0.7854403,0.7664486,0.78207684,0.797197,0.74911207,0.83914787,0.8366566,0.809587,0.83396983,0.83046514,0.82352054,0.8091741,0.78633213,0.8335185,0.7850947,0.75436544,0.7654172,0.79177886,0.798785,0.81245553,0.76042885,0.8097587,0.7999282,0.8107255,0.6945662,0.7443436,0.8514222,0.81638217,0.8129804,0.82560873,0.84560406,0.84677655,0.8256056,0.7864708,0.7907364,0.7791874,0.7640722,0.7801219,0.7579875,0.74836457,0.74657553,0.752035,0.76391375,0.7644735,0.7330456,0.7440371,0.7566521,0.75123465,0.77231956,0.7405941,0.81396246,0.758158,0.8040898,0.82552487,0.753896,0.8131318,0.99999994,0.8291581,0.8011476,0.80124474,0.7646747,0.7987957,0.7899488,0.7564157,0.7521775,0.7758546,0.7709483,0.73008895,0.73530114,0.74600387,0.7325776,0.76435846,0.75346184,0.7563803,0.7317276,0.74137,0.7154348,0.8097174,0.7392234,0.80068845,0.7677303,0.745806,0.7075209,0.6880201,0.76117176,0.8117376,0.7131861
SY,0.7506711,0.77003825,0.7591566,0.753132,0.75851303,0.7691051,0.77488744,0.76187027,0.80703336,0.79660344,0.7903167,0.7753706,0.7879301,0.78714526,0.76694024,0.72011536,0.76958156,0.76769125,0.77013004,0.787928,0.7986328,0.7663058,0.74671006,0.78860486,0.7520812,0.782562,0.7784549,0.7990966,0.7684488,0.7452558,0.78853965,0.7652254,0.7700256,0.79739237,0.7546203,0.7593744,0.74267757,0.72615683,0.711939,0.7221127,0.7780693,0.8124761,0.805859,0.8205285,0.8506478,0.826112,0.80119437,0.7866371,0.7815578,0.7913182,0.77214456,0.77647066,0.82041216,0.8089217,0.7485486,0.8283315,0.818585,0.8440695,0.8073555,0.81123537,0.7796566,0.7765207,0.8563833,0.801012,0.7904001,0.8078116,0.7923472,0.83223975,0.8268881,0.80842996,0.7945023,0.82463205,0.7911226,0.7615708,0.785759,0.8015193,0.81112313,0.8089228,0.8006403,0.8205035,0.78180635,0.7745532,0.7157341,0.7658281,0.8235018,0.84067994,0.83279836,0.8168043,0.8007961,0.80832916,0.80655164,0.7939544,0.7956941,0.7971282,0.80133665,0.8179536,0.79957616,0.80419695,0.7876098,0.7590232,0.76370263,0.7983321,0.75612646,0.7822645,0.7846111,0.81230307,0.79700947,0.75793815,0.7853363,0.7643661,0.8025643,0.83145547,0.75240624,0.7852119,0.8291581,1.0000002,0.794415,0.82453203,0.7912549,0.81102306,0.77619064,0.7925718,0.778321,0.82481694,0.74820864,0.7673906,0.78290087,0.7404455,0.7455251,0.78458834,0.7726178,0.78966844,0.7234125,0.7487718,0.7168651,0.8068317,0.7573246,0.7430637,0.73839974,0.75781924,0.7264166,0.7133175,0.8061719,0.80520105,0.7244559
TU,0.74144477,0.7216083,0.7568784,0.744724,0.7378099,0.741513,0.7370356,0.7504557,0.730513,0.7325511,0.7553333,0.7442808,0.7382649,0.72016346,0.72831964,0.7318293,0.7414359,0.73424673,0.73175395,0.72688234,0.7576071,0.7516707,0.72480565,0.75441676,0.76291394,0.75040436,0.74792373,0.7255991,0.7472136,0.7197009,0.7467216,0.77281684,0.80775917,0.78052187,0.7835218,0.7422047,0.7462872,0.74052024,0.71834564,0.69113034,0.7528339,0.7785613,0.77485144,0.7757205,0.79111385,0.78418964,0.7579204,0.7585031,0.7693579,0.77983314,0.7403736,0.78953445,0.77105284,0.74198854,0.7593179,0.79435927,0.8044795,0.7916416,0.7567686,0.7737986,0.7594105,0.74179244,0.77683955,0.814276,0.7782234,0.78190184,0.7717222,0.80419636,0.78085023,0.7783949,0.79124945,0.7812521,0.7878958,0.75013065,0.7447943,0.7502599,0.74625576,0.7636476,0.77098686,0.79114026,0.7955611,0.80096966,0.75441885,0.78377837,0.7698236,0.7842082,0.79692614,0.79854,0.77346396,0.78671134,0.7848933,0.77262396,0.7512069,0.769919,0.7567252,0.7514986,0.7273598,0.72282577,0.72710717,0.7273208,0.7403916,0.7405108,0.7346504,0.7097582,0.7435242,0.7648276,0.78333116,0.7364578,0.79554415,0.7818146,0.78937805,0.79182655,0.7652503,0.7441269,0.8011476,0.794415,1.0,0.775507,0.7670067,0.8067113,0.7853589,0.82427543,0.7532833,0.8143243,0.7186738,0.7111124,0.73924875,0.69248855,0.7105919,0.7396411,0.7279221,0.7530097,0.7251414,0.7445494,0.723494,0.7572848,0.7476927,0.74968934,0.742347,0.7220488,0.73545825,0.71903443,0.7473842,0.80058855,0.7305427
HK,0.7463182,0.75513124,0.7307128,0.73502624,0.74791706,0.74752915,0.76032436,0.7490383,0.75838304,0.766283,0.7562183,0.7385732,0.7348132,0.7363633,0.72025937,0.69922304,0.75797117,0.73467183,0.74538165,0.7329414,0.75754124,0.7523485,0.729313,0.7566005,0.72891796,0.7577472,0.7537843,0.7963098,0.74408615,0.7020841,0.77940583,0.75777024,0.80073464,0.8220761,0.7477075,0.75646967,0.73027146,0.72162366,0.73203814,0.7419345,0.760517,0.77238536,0.77347904,0.78934634,0.8011256,0.7942953,0.79746515,0.77575135,0.78507465,0.7929696,0.7717911,0.786824,0.7910781,0.8218451,0.7756004,0.7793177,0.7719093,0.76723844,0.7575103,0.7569532,0.74536204,0.75721574,0.7519914,0.805056,0.80442625,0.81163967,0.8079467,0.7949923,0.7853453,0.7934259,0.7867547,0.7951623,0.7888974,0.768134,0.77829677,0.78833914,0.82006395,0.7853102,0.7948463,0.7829951,0.7778981,0.7874072,0.73876905,0.77014154,0.80668664,0.8140153,0.7790872,0.80249536,0.7972853,0.8082452,0.79467696,0.7984099,0.7885684,0.7786428,0.7959773,0.7691286,0.76700234,0.74134254,0.7380736,0.75882447,0.74824643,0.7577827,0.7323798,0.7449592,0.7564337,0.7764592,0.7791653,0.7674867,0.7529258,0.75110966,0.8017067,0.78606516,0.7468707,0.7732524,0.80124474,0.82453203,0.775507,1.0000001,0.7579609,0.78444254,0.7812639,0.7623681,0.77178144,0.76278615,0.7620909,0.7302866,0.75298405,0.74454516,0.7631363,0.75745267,0.7683909,0.7875651,0.7033428,0.7821248,0.7515468,0.76815456,0.75803053,0.7420362,0.7612864,0.7495924,0.754658,0.76004,0.83185756,0.78267884,0.712705
SAS,0.70803523,0.7318693,0.74543846,0.7242053,0.73647654,0.73082465,0.72776103,0.74150735,0.75789654,0.7361421,0.7472557,0.75979656,0.7566762,0.73056567,0.732356,0.7404365,0.76985383,0.73199296,0.73550284,0.7805125,0.7669865,0.7447638,0.72068477,0.7371658,0.7509393,0.72997534,0.7362271,0.6872175,0.6960063,0.7150769,0.7717132,0.71404153,0.7660111,0.7563361,0.75181377,0.7118309,0.7097128,0.71234024,0.6763396,0.70969164,0.74545735,0.7764958,0.769917,0.7670181,0.7728585,0.7874235,0.77603203,0.7650907,0.7471601,0.7621773,0.74709755,0.75897014,0.75569606,0.72897786,0.7266715,0.7917209,0.7848159,0.7888688,0.76250446,0.75958,0.7774451,0.7391204,0.76722616,0.7803261,0.7831117,0.7793163,0.7823482,0.79390967,0.7785732,0.7700311,0.8104265,0.7881955,0.7949752,0.77876407,0.7745734,0.79065853,0.77760637,0.7983552,0.8144191,0.749114,0.7520418,0.7630063,0.6907242,0.7572165,0.79190856,0.7978574,0.7871681,0.78945786,0.7744438,0.76299584,0.73537564,0.7535694,0.7266148,0.7264428,0.7431888,0.7778439,0.7538336,0.7336917,0.75731045,0.74288046,0.7481741,0.76505464,0.7410885,0.75652957,0.79902756,0.78268236,0.7979848,0.79755247,0.76169527,0.7638824,0.805026,0.76837057,0.7290322,0.7310451,0.7646747,0.7912549,0.7670067,0.7579609,1.0,0.75764644,0.7653452,0.73968345,0.758546,0.77575177,0.7484919,0.7475212,0.74820536,0.72415125,0.74026465,0.7851092,0.78428817,0.7834792,0.7075839,0.7370085,0.77943826,0.7655191,0.7486057,0.7565609,0.72390264,0.7468044,0.72572225,0.7212676,0.7220315,0.8148957,0.73269325
GYM,0.7569839,0.7318859,0.74119395,0.73327506,0.749549,0.741385,0.75188947,0.74160904,0.7531496,0.73451126,0.736565,0.7130584,0.7426233,0.73055094,0.72807676,0.74389267,0.7392375,0.7479713,0.7234334,0.73467773,0.74275804,0.72185016,0.71225816,0.73696464,0.74083865,0.74559164,0.7409514,0.7363276,0.75128454,0.7270415,0.782679,0.75310725,0.7644105,0.75671494,0.7298707,0.7344767,0.73794544,0.7210175,0.717367,0.72687954,0.743075,0.7454039,0.7431693,0.74719286,0.777747,0.7959524,0.75539416,0.7630508,0.75437033,0.7558002,0.7401846,0.7751152,0.7720249,0.7335072,0.7489089,0.7691785,0.76905406,0.7709522,0.7407912,0.7583989,0.7492353,0.7254403,0.7639793,0.78934264,0.76562065,0.7827147,0.7711837,0.7895058,0.7910062,0.7769586,0.7738548,0.79044825,0.7783679,0.7523624,0.77110934,0.76895374,0.7746429,0.8019804,0.7895586,0.74900115,0.73142254,0.7484429,0.69436044,0.7535871,0.7891564,0.7748676,0.789747,0.78891176,0.78987753,0.79027855,0.7834624,0.76602286,0.7515981,0.7664528,0.77877593,0.7637685,0.7324408,0.7185086,0.70802736,0.73902965,0.7075443,0.7350094,0.7319389,0.726612,0.7638987,0.7594119,0.77600294,0.73238474,0.767176,0.7495262,0.7832642,0.7872249,0.7602299,0.740608,0.7987957,0.81102306,0.8067113,0.78444254,0.75764644,1.0,0.79616356,0.78425056,0.75963056,0.7708585,0.7323674,0.71085364,0.7748074,0.7269451,0.74039644,0.7702466,0.74771297,0.7662247,0.728071,0.74108756,0.7582587,0.7902434,0.74813735,0.7640248,0.75630367,0.7511804,0.7534327,0.7451161,0.76344746,0.7874907,0.71701676
GLED,0.7570343,0.7470358,0.7611067,0.7327682,0.7209699,0.7342111,0.73384494,0.7449652,0.74330205,0.7429426,0.7721231,0.7293573,0.7323623,0.71465856,0.6868806,0.67586505,0.72244656,0.72502863,0.70340353,0.7161561,0.73753136,0.7306359,0.70556605,0.7374282,0.720548,0.7266594,0.7208267,0.70419455,0.7270071,0.7240422,0.745757,0.7375942,0.7461953,0.72759545,0.7397954,0.72557455,0.7031048,0.6994661,0.68109024,0.70654035,0.73680186,0.7397124,0.7647758,0.7615398,0.78523505,0.79117215,0.75773287,0.74731874,0.7862381,0.7894131,0.74019057,0.7721149,0.7790752,0.7358875,0.7565464,0.81130636,0.80080473,0.79410076,0.7837721,0.77388346,0.7465353,0.7684796,0.77003455,0.81483424,0.7674829,0.7781778,0.7695834,0.77877903,0.7661899,0.75183296,0.7366804,0.7655999,0.7477,0.72660303,0.74426687,0.76720065,0.7617466,0.7676922,0.7675735,0.77559596,0.73740375,0.7522852,0.7116726,0.7463248,0.8110451,0.7931498,0.8079517,0.8142828,0.80415016,0.812348,0.7973701,0.74816215,0.7143833,0.72484684,0.74223953,0.75704235,0.73832965,0.73923635,0.7033218,0.7369575,0.7199267,0.7485067,0.7291533,0.72761273,0.75635374,0.77315366,0.7799716,0.7074665,0.7810498,0.75209546,0.7925158,0.8032485,0.7601289,0.7504092,0.7899488,0.77619064,0.7853589,0.7812639,0.7653452,0.79616356,1.0000002,0.7893977,0.7633211,0.760144,0.7544631,0.6839283,0.82377046,0.7104129,0.7242579,0.73507345,0.7227919,0.7409973,0.66367346,0.72898775,0.7364797,0.77685064,0.7819894,0.73287433,0.74861544,0.75266457,0.7283401,0.73423153,0.7356088,0.81259006,0.6998272
MAG,0.7424334,0.7366168,0.7364947,0.7284897,0.72886467,0.7532544,0.73338294,0.73959523,0.71722984,0.72594523,0.72369117,0.7200643,0.7428371,0.72244185,0.73014265,0.73413765,0.71486545,0.76308656,0.7105663,0.7227962,0.74005073,0.71144724,0.72211045,0.7483285,0.70247877,0.7463235,0.7391517,0.71542466,0.73169243,0.723717,0.7247435,0.7174579,0.7415522,0.73934555,0.7254418,0.72708935,0.7452764,0.71805227,0.6828065,0.67513454,0.7274665,0.73678833,0.72796917,0.7195057,0.74919826,0.76731896,0.7504894,0.7013567,0.7306392,0.74870914,0.7066549,0.76843554,0.7415019,0.70160913,0.7121931,0.7746227,0.7599248,0.7626962,0.76082736,0.74317896,0.74790114,0.7178302,0.75775313,0.77426434,0.7810485,0.74163735,0.74059755,0.7979063,0.77405524,0.78850454,0.73876274,0.7767707,0.79282296,0.7258056,0.7396015,0.7680752,0.75635767,0.770903,0.7749386,0.7859327,0.75631815,0.7587075,0.74801207,0.78660727,0.7771037,0.7874932,0.79521906,0.8280578,0.76685154,0.77407485,0.7600582,0.745226,0.75965434,0.75635815,0.7836073,0.71204084,0.71060276,0.7101408,0.6737406,0.70751816,0.70600224,0.7062092,0.70263815,0.6823872,0.72165906,0.727427,0.7398634,0.70529044,0.79543376,0.7774813,0.8132814,0.7789115,0.7250098,0.72269636,0.7564157,0.7925718,0.82427543,0.7623681,0.73968345,0.78425056,0.7893977,1.0000004,0.74913895,0.7876387,0.7325309,0.69564205,0.74153423,0.7066251,0.7083409,0.74550945,0.7186154,0.7474561,0.72787935,0.75069684,0.7247874,0.7837895,0.7499625,0.72876334,0.71430093,0.69272614,0.7536474,0.7338504,0.7462655,0.78743976,0.723772
PT,0.7094209,0.73099273,0.7317181,0.7032734,0.714736,0.74194074,0.7168144,0.7231587,0.75231314,0.72887844,0.75110227,0.7182457,0.7491572,0.74534,0.7378434,0.71758306,0.74857223,0.73180515,0.7300174,0.7307308,0.740144,0.73070025,0.7038237,0.7350029,0.71182543,0.7319532,0.7329277,0.73559725,0.7492186,0.69836813,0.7510361,0.70293975,0.7310647,0.73434913,0.69504577,0.7661548,0.7686528,0.7389393,0.6908413,0.69466937,0.7272676,0.7429784,0.7565887,0.7476736,0.77392936,0.7557534,0.74465936,0.7361424,0.7553705,0.74804986,0.76913,0.7288518,0.7614238,0.74938613,0.7293262,0.7346888,0.7533963,0.7202996,0.7256225,0.72103345,0.73803324,0.73461485,0.7348089,0.7742502,0.7408031,0.74885046,0.75366354,0.7618104,0.7559333,0.76036394,0.77818465,0.77306056,0.77734935,0.77867913,0.75026095,0.76204216,0.7615417,0.77228045,0.7706948,0.7362539,0.7370453,0.73354685,0.7139033,0.7312451,0.7657528,0.74212915,0.7719587,0.7721716,0.7478984,0.76428896,0.73506683,0.7415224,0.7508329,0.75431114,0.7478702,0.7607857,0.7460981,0.74254036,0.7445495,0.72481215,0.7359169,0.7433203,0.74200916,0.7549691,0.7465422,0.73154014,0.74657553,0.7364752,0.7542954,0.73145175,0.77359176,0.78674316,0.76173925,0.7662891,0.7521775,0.778321,0.7532833,0.77178144,0.758546,0.75963056,0.7633211,0.74913895,1.0000001,0.77757174,0.77356774,0.75282216,0.7222922,0.73880506,0.74775755,0.74103785,0.7403627,0.7510204,0.72344536,0.7418883,0.7418076,0.7757778,0.73087394,0.73940825,0.7275605,0.72892827,0.72916555,0.7366172,0.76157534,0.7789192,0.6974081
NYS,0.754773,0.71506006,0.7183812,0.7256843,0.73086584,0.7412011,0.7094892,0.72545767,0.74804807,0.7216259,0.74806964,0.7735913,0.7324709,0.7237412,0.7311161,0.7029071,0.77144116,0.7197021,0.7251189,0.72610116,0.75674045,0.75578785,0.71707714,0.72814375,0.7178008,0.71813035,0.7231923,0.7386919,0.7173502,0.71421707,0.7032709,0.7469429,0.7491735,0.7344623,0.75440615,0.74524087,0.74979895,0.73545456,0.6832788,0.6848749,0.75286895,0.7660935,0.76154244,0.7736893,0.77206486,0.79441893,0.7348889,0.78881097,0.7338953,0.7582245,0.74704957,0.7657175,0.7892686,0.7206763,0.7293376,0.7834823,0.7802794,0.76941955,0.75550795,0.7401675,0.72909194,0.74097407,0.77780116,0.78523713,0.7486541,0.778388,0.8103076,0.81322426,0.8155048,0.77290946,0.79007053,0.7984172,0.78852046,0.7577522,0.79777026,0.7390237,0.73430806,0.76102185,0.7651972,0.7908189,0.7715432,0.76110476,0.73262167,0.7805706,0.775368,0.7829373,0.79204226,0.79948145,0.79741645,0.7547684,0.78153205,0.757319,0.7456837,0.74944115,0.7370625,0.8301797,0.73362374,0.7434924,0.7178104,0.75620246,0.7445686,0.76028883,0.72979915,0.71212876,0.7395632,0.79573363,0.748808,0.72541326,0.773393,0.8081552,0.7909262,0.7966701,0.76003146,0.75539535,0.7758546,0.82481694,0.8143243,0.76278615,0.77575177,0.7708585,0.760144,0.7876387,0.77757174,1.0000001,0.75211847,0.7565356,0.7691368,0.7240489,0.7080966,0.7553935,0.7390201,0.7505013,0.7183912,0.7448066,0.7006895,0.7581675,0.73803246,0.73854077,0.7364418,0.73594695,0.73754436,0.72475725,0.75863224,0.7919037,0.7219746
HAM,0.6918743,0.6988913,0.69980216,0.68273824,0.69578224,0.68932164,0.66837585,0.7069694,0.70723665,0.6937206,0.7014758,0.6851947,0.7055137,0.69530445,0.68172216,0.67224354,0.68836164,0.72905576,0.6900205,0.7052963,0.709775,0.7168325,0.68482375,0.705619,0.68516284,0.71177876,0.7059511,0.71566355,0.69821763,0.6597662,0.7629452,0.7154886,0.714463,0.747357,0.6896659,0.7265018,0.7437645,0.7131711,0.65724885,0.6747028,0.71744937,0.75035584,0.73155916,0.75023085,0.7694851,0.7700378,0.7595428,0.7197582,0.7608414,0.7453755,0.76218015,0.76277125,0.74716264,0.77134365,0.7335597,0.7475491,0.77067,0.7516873,0.73122513,0.7163768,0.76216614,0.74756366,0.71799594,0.7471435,0.76044464,0.74050146,0.75165,0.7706835,0.7777855,0.76653504,0.74470645,0.7792586,0.7697623,0.755295,0.75334334,0.7725404,0.75142443,0.7671108,0.7723318,0.746632,0.75420326,0.73887295,0.7151909,0.74101734,0.7839757,0.7717538,0.7621064,0.7973603,0.7485101,0.7635652,0.72906655,0.73847604,0.8013224,0.7199923,0.73862064,0.7273116,0.73070556,0.6818929,0.71366847,0.715215,0.70586944,0.72451574,0.73227274,0.7085196,0.7436768,0.71602523,0.738177,0.7261402,0.72904086,0.72103804,0.7903373,0.74938446,0.7405762,0.8123682,0.7709483,0.74820864,0.7186738,0.7620909,0.7484919,0.7323674,0.7544631,0.7325309,0.77356774,0.75211847,1.0000002,0.7373817,0.7258589,0.764569,0.7624457,0.7527558,0.72298944,0.7536727,0.7644589,0.7370064,0.7541199,0.7798455,0.7311976,0.774216,0.7438496,0.75744903,0.78853184,0.7592176,0.7709512,0.79782665,0.7018423
RHO,0.6944754,0.7125374,0.7295726,0.70195633,0.701901,0.69575715,0.7271918,0.7077378,0.73518276,0.7047675,0.7241145,0.7583622,0.72991526,0.7391523,0.74763733,0.7010641,0.73886406,0.71551096,0.72440815,0.7278828,0.75179523,0.7316643,0.7212486,0.7049998,0.70017433,0.7222409,0.7184599,0.721861,0.7300512,0.6969413,0.716846,0.7001891,0.74790144,0.74219275,0.6892079,0.7105062,0.73533595,0.7302151,0.7034432,0.70492196,0.7616602,0.7578194,0.72715235,0.72161424,0.7018527,0.7129666,0.7285646,0.708771,0.72608924,0.7019457,0.75199956,0.73089087,0.7099769,0.7395797,0.72296625,0.7206695,0.76102567,0.7361497,0.69315815,0.7260381,0.745909,0.7031597,0.75274855,0.74658555,0.7208954,0.72758716,0.7360591,0.7350585,0.7388319,0.7219942,0.745998,0.7731779,0.762198,0.77524376,0.73841894,0.7036408,0.7094275,0.734902,0.76025695,0.67842144,0.7129406,0.73352593,0.6997322,0.7379925,0.71685946,0.70775586,0.70769215,0.7179411,0.69791794,0.71134686,0.717202,0.7723692,0.74807787,0.7782936,0.76065314,0.7602641,0.75606847,0.7242504,0.77462626,0.75869906,0.7554064,0.7907128,0.7893685,0.75531673,0.73735523,0.7237943,0.7371571,0.73728776,0.6980652,0.75480324,0.7337959,0.71801853,0.72521603,0.71483135,0.73008895,0.7673906,0.7111124,0.7302866,0.7475212,0.71085364,0.6839283,0.69564205,0.75282216,0.7565356,0.7373817,1.0,0.73732024,0.79298526,0.7351738,0.7373599,0.76091146,0.7550035,0.68829846,0.72780097,0.7503234,0.7385984,0.7463833,0.7301043,0.69613105,0.7466334,0.7469154,0.7424505,0.7409953,0.74135345,0.7212093
ROB,0.76733583,0.7266052,0.73604095,0.75275195,0.7120617,0.7371768,0.7375884,0.7369833,0.7726477,0.7191389,0.75114846,0.75676984,0.780901,0.73366445,0.72248304,0.66960394,0.76312286,0.7243949,0.74031144,0.7313613,0.7616981,0.7588537,0.71806127,0.72920007,0.7320598,0.7358903,0.7371945,0.7022676,0.7273175,0.69860935,0.7418321,0.7498475,0.77646625,0.75049484,0.7319957,0.6943283,0.7017077,0.6843779,0.684985,0.70182645,0.74050844,0.7531615,0.7368619,0.76861656,0.7556246,0.7803073,0.7951811,0.8079047,0.7869346,0.74424607,0.7682762,0.76757586,0.76452214,0.73059464,0.7740927,0.7486494,0.7638751,0.7726822,0.77639663,0.80437464,0.7475019,0.7381003,0.82920706,0.7517669,0.7398312,0.7859051,0.7740161,0.7711269,0.75162023,0.7456269,0.7529342,0.7603624,0.7546045,0.76198494,0.7808377,0.7296525,0.72907037,0.7584599,0.7715472,0.71798855,0.725969,0.7171835,0.7299947,0.73496485,0.7703879,0.7711236,0.7810705,0.77760375,0.7918422,0.76391673,0.7655659,0.76807576,0.71795356,0.7429672,0.7529898,0.8063817,0.76565003,0.7449987,0.7561329,0.7727633,0.73862255,0.77502465,0.73337615,0.7374251,0.74681884,0.80089754,0.75500333,0.71343136,0.7100408,0.7461185,0.80225635,0.75914097,0.763628,0.7127094,0.73530114,0.78290087,0.73924875,0.75298405,0.74820536,0.7748074,0.82377046,0.74153423,0.7222922,0.7691368,0.7258589,0.73732024,1.0,0.756436,0.73522663,0.75424874,0.74897885,0.7722338,0.67300415,0.7202644,0.80064094,0.7753006,0.7793326,0.73369086,0.74127936,0.7536059,0.72959614,0.7231208,0.7192028,0.80623776,0.7221303
RHA,0.73204887,0.74119776,0.7539763,0.7585386,0.73987246,0.7097909,0.7492553,0.7453285,0.7334991,0.7292436,0.71754146,0.7539929,0.72322255,0.7391006,0.7169106,0.71874475,0.75126773,0.7229271,0.7410217,0.74289834,0.7250753,0.7380259,0.7037217,0.72118956,0.7220717,0.72439986,0.74048674,0.71285486,0.7119682,0.7283745,0.74920446,0.70759505,0.78507984,0.7353361,0.6906885,0.7121715,0.72385657,0.73580015,0.69610596,0.71424425,0.7235355,0.7799166,0.7471626,0.744545,0.7407516,0.75206083,0.7939814,0.76540667,0.7367431,0.726938,0.7448972,0.72491634,0.7191644,0.72353673,0.75029653,0.73705804,0.77537924,0.7480568,0.73846626,0.82161224,0.7709659,0.7277975,0.7643273,0.74326575,0.7412145,0.72564894,0.71288705,0.7362927,0.7311039,0.73276055,0.7348884,0.7583327,0.74389005,0.7398182,0.7518395,0.7505431,0.74043626,0.7559861,0.7610421,0.7205861,0.7358163,0.73480487,0.7379732,0.756426,0.7395623,0.72014755,0.72148794,0.7481097,0.764127,0.7681359,0.7509388,0.76212245,0.759066,0.7952233,0.78573304,0.7539732,0.78283083,0.72934765,0.7326816,0.7521208,0.7571368,0.7620696,0.7612715,0.76302844,0.7745025,0.77131164,0.75441587,0.77149254,0.71274924,0.7626017,0.7408359,0.73968124,0.7308265,0.71337265,0.74600387,0.7404455,0.69248855,0.74454516,0.72415125,0.7269451,0.7104129,0.7066251,0.73880506,0.7240489,0.764569,0.79298526,0.756436,0.99999994,0.8615897,0.7476987,0.7330008,0.7815707,0.74863505,0.7291439,0.745434,0.74147636,0.7479861,0.6972784,0.7167267,0.7111641,0.73305196,0.7471883,0.71624774,0.7690292,0.70821846
